combo_id,step,first_omega_0,hidden_omega_0,train_mse_raw_minus1_1,full_mse_raw_minus1_1,mse,psnr,rmse,mae,max_abs,p95_abs,p99_abs,bias,steps_since_last_eval,train_interval_sec,eval_interval_sec,total_interval_sec,train_it_per_sec,effective_it_per_sec,combo_elapsed_sec
19,500,10.0,20.0,0.007968717254698277,0.008012511767446995,0.0020017814822494984,26.985833325674044,0.044741272926330566,0.024658747017383575,0.5830487012863159,0.09968301653862,0.17499390244483948,-0.00028155624750070274,500,29.6048332349892,0.024972195009468123,29.62980542999867,16.889134150198917,16.874899876790128,29.62980804000108
19,1000,10.0,20.0,0.005492310505360365,0.0053730858489871025,0.0013424621429294348,28.720979524430533,0.03663962706923485,0.020638126879930496,0.5014939308166504,0.08368788659572601,0.14137183129787445,0.0002499505353625864,500,29.581148167999345,0.02472523799224291,29.605873405991588,16.90265696112824,16.8885407683602,59.23592779401224
19,1500,10.0,20.0,0.004448405466973782,0.0044384729117155075,0.001108825672417879,29.551367274830337,0.0332990325987339,0.018718479201197624,0.48952069878578186,0.07706168293952942,0.1292569488286972,6.400927668437362e-05,500,29.587592063006014,0.024628675004350953,29.612220738010365,16.898975723852853,16.884920736734816,88.84835567700793
19,2000,10.0,20.0,0.0041258810088038445,0.004117592237889767,0.0010286259930580854,29.877425053901348,0.03207220137119293,0.018308501690626144,0.4746814966201782,0.0745883658528328,0.12410109490156174,-8.075661025941372e-05,500,29.570797865002532,0.02419387000554707,29.59499173500808,16.908573190436545,16.89475045227153,118.44355373100552
19,2500,10.0,20.0,0.003650587284937501,0.0036605559289455414,0.000914480653591454,30.38825477860993,0.030240381136536598,0.017003051936626434,0.45293453335762024,0.07031378149986267,0.11787765473127365,-4.6921148168621585e-05,500,29.56792791299813,0.024891594002838247,29.592819507000968,16.91021438740044,16.895990592640615,148.03658134800207
19,3000,10.0,20.0,0.0034442476462572813,0.003444957546889782,0.0008606268092989922,30.651851293791115,0.029336441308259964,0.016914833337068558,0.4329277276992798,0.06831824779510498,0.11454063653945923,0.0008646739297546446,500,29.60718747500505,0.023699443991063163,29.63088691899611,16.887791196719025,16.874283964799385,177.66767788901052
19,3500,10.0,20.0,0.00348391174338758,0.0034826844930648804,0.0008701598271727562,30.604009707329407,0.029498470947146416,0.017026890069246292,0.4351775646209717,0.06860126554965973,0.11455849558115005,0.00021749926963821054,500,29.59537527700013,0.024592522997409105,29.61996779999754,16.894531504338516,16.880504508855054,207.28783639200265
19,4000,10.0,20.0,0.003394764382392168,0.0034055232536047697,0.0008508834871463478,30.701299044908346,0.029169907793402672,0.01681763306260109,0.4168209731578827,0.06814556568861008,0.11302404850721359,0.00023712380789220333,500,29.59797801201057,0.024098555004457012,29.62207656701503,16.89304586269727,16.87930280204472,236.91011209700082
19,4500,10.0,20.0,0.003167694667354226,0.003157692262902856,0.0007888856343924999,31.029859523702,0.028087107464671135,0.01632293127477169,0.39763954281806946,0.06521603465080261,0.10941165685653687,0.00018908044148702174,500,29.596754550992046,0.024641627998789772,29.621396178990835,16.893744181935674,16.879690510828393,266.5317099370004
19,5000,10.0,20.0,0.0030626095831394196,0.0030772197060287,0.000768811849411577,31.141799316683304,0.027727456763386726,0.01641084812581539,0.38638076186180115,0.06432899832725525,0.10736016929149628,0.0002757809415925294,500,29.59208208799828,0.02477320701291319,29.61685529501119,16.896411631771798,16.88227852077943,296.14876021500095
19,5500,10.0,20.0,0.003075127024203539,0.003071313723921776,0.0007673737709410489,31.149930491958756,0.02770151197910309,0.016110355034470558,0.38374024629592896,0.06455368548631668,0.1079402044415474,0.00026445972616784275,500,29.605074718987453,0.024321732998942025,29.629396451986395,16.888996388153718,16.87513280299975,325.7783527760039
19,6000,10.0,20.0,0.0028477832674980164,0.0028618196956813335,0.0007150494493544102,31.45663923458831,0.026740409433841705,0.015353240072727203,0.381890207529068,0.06251735240221024,0.10419879853725433,-0.0002142945013474673,500,29.597026375005953,0.02465779599151574,29.62168417099747,16.89358902697871,16.87952640078274,355.40023920399835
19,6500,10.0,20.0,0.002802525646984577,0.0028163741808384657,0.0007037116447463632,31.526052623771154,0.026527563109993935,0.015456890687346458,0.37593862414360046,0.06214673072099686,0.10276014357805252,0.00015451438957825303,500,29.587191839993466,0.024441287998342887,29.61163312799181,16.899204314623134,16.885255799260566,385.01208151801256
19,7000,10.0,20.0,0.0027206367813050747,0.0027271604631096125,0.0006814209627918899,31.665845102092824,0.026104040443897247,0.015113298781216145,0.3728449046611786,0.06115061789751053,0.10148584842681885,-7.326959348574746e-06,500,29.592812574002892,0.0246228420000989,29.61743541600299,16.895994551029833,16.88194784514794,414.6297137369984
19,7500,10.0,20.0,0.0026336561422795057,0.0026392557192593813,0.0006594557780772448,31.808143221509066,0.025679871439933777,0.015168784186244011,0.3555750846862793,0.0597832128405571,0.0996447280049324,0.0002911450865212828,500,29.59380271799455,0.024166585004422814,29.617969302998972,16.895429247961243,16.881643534871664,444.2478884830052
19,8000,10.0,20.0,0.002629526425153017,0.002617316786199808,0.0006539885653182864,31.84429845043599,0.02557319961488247,0.01504066027700901,0.36311787366867065,0.05957181006669998,0.09906528145074844,-0.0006077698199078441,500,29.587504292998347,0.02390216800267808,29.611406461001025,16.89902585390824,16.885385051146176,473.85949697600154
19,8500,10.0,20.0,0.002611640840768814,0.0026355229783803225,0.0006585443625226617,31.814149636788947,0.025662118569016457,0.015150360763072968,0.34645876288414,0.059895776212215424,0.09913056343793869,-8.334888843819499e-05,500,29.56579210900236,0.023791785002686083,29.589583894005045,16.911435964800592,16.89783816464218,503.4492844290071
19,9000,10.0,20.0,0.002474537817761302,0.00246578105725348,0.0006161748897284269,32.102960039654995,0.024822870269417763,0.014484215527772903,0.342549204826355,0.05790084972977638,0.09625071287155151,-0.0003176988975610584,500,29.672880498997984,0.02339668499189429,29.696277183989878,16.850403182693515,16.83712732414703,533.1457695460122
19,9500,10.0,20.0,0.0026938910596072674,0.0026955732610076666,0.0006735041970387101,31.716596935637533,0.025951959192752838,0.015223957598209381,0.38539060950279236,0.06023702770471573,0.10030730068683624,-0.00014405806723516434,500,29.379020289008622,0.023254453000845388,29.402274742009467,17.01894736724974,17.00548696953738,562.5482406680094
19,10000,10.0,20.0,0.0025284811854362488,0.0025215414352715015,0.0006300623062998056,32.00616501428617,0.025101041421294212,0.014745878055691719,0.3551791310310364,0.05837845802307129,0.09707637876272202,4.387670924188569e-05,500,29.37678443400364,0.023358059988822788,29.400142493992462,17.020242672348093,17.006720294031517,591.9485769760067
