combo_id,first_omega_0,hidden_omega_0,final_step,train_mse_raw_minus1_1,full_mse_raw_minus1_1,mse,psnr,rmse,mae,max_abs,p95_abs,p99_abs,bias,output_dir
0,45.0,5.0,10000,0.00107007403858006,0.0010694710072129965,0.00026724059716798365,35.730975664555686,0.016347495838999748,0.009687714278697968,0.14595508575439453,0.03806227445602417,0.06320491433143616,-0.00013938851770944893,hidden_omega_sweep_512_45_first/combo000_f45p0_h5p0
3,45.0,20.0,10000,0.00012847264588344842,0.00012845941819250584,3.210279101040214e-05,44.93457208475991,0.0056659323163330555,0.003900263924151659,0.10821336507797241,0.011508047580718994,0.02017120271921158,0.00013779266737401485,hidden_omega_sweep_512_45_first/combo003_f45p0_h20p0
6,45.0,60.0,10000,8.802789670880884e-05,8.675029675941914e-05,2.1677118638763204e-05,46.63998445493811,0.004655869212001562,0.003549769055098295,0.04106861352920532,0.009291987866163254,0.013562031090259552,-0.0002802655508276075,hidden_omega_sweep_512_45_first/combo006_f45p0_h60p0
